name,16S.match,23S.match,blaTEM.match,folP.match,gyrA.match,mtrR.match,mtrR_promoter.match,parC.match,parE.match,penA.match,ponA.match,porA.match,porB1a.match,porB1b.match,rpoB.match,rpsJ.match,tetM.match
ERR855226,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855227,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855228,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,yes,yes,yes,no
ERR855229,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855230,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855231,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR855232,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855233,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855234,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855235,no,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,yes,yes
ERR855236,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855237,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR855238,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855239,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855240,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855241,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR855242,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
ERR855243,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
ERR855244,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
ERR855245,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855246,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855247,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855248,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855249,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855250,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes
ERR855251,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855252,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855253,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855254,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes
ERR855255,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855257,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855258,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855259,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855260,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855261,no,no,yes,yes,yes,no,yes,no,no,no,yes,no,no,yes,yes,yes,yes
ERR855262,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855263,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855264,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,yes,no
ERR855265,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855266,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855267,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR855268,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no
ERR855269,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855270,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855271,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855272,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855273,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855274,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855275,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855276,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855277,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855278,no,no,no,no,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855279,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855280,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855281,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855282,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855283,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855284,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855285,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855286,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855287,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855288,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855289,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855290,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR855291,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855292,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR855293,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855294,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855295,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855296,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855297,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855298,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855299,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR855300,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR855301,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855302,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855303,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR855304,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855305,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855306,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855307,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855308,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855309,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR855310,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR855311,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,yes
ERR855312,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR855313,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855314,no,no,no,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
ERR855315,no,no,no,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no
ERR855316,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855317,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855318,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855319,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855320,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855321,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855322,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855323,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855326,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855327,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855328,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855329,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855330,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855331,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855332,no,no,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855333,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855334,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855335,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855336,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855337,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855338,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855339,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855340,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855341,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855342,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR855343,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no
ERR855344,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855346,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855347,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes
ERR855348,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855349,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855350,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855351,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855352,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855353,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855354,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855355,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
ERR855356,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855357,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855358,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855359,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855360,no,no,no,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,no
ERR855362,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855363,no,yes,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855364,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR855365,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855366,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
ERR855367,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,no
ERR855368,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,no
ERR855369,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no
ERR855370,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
ERR855371,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855372,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855373,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855374,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
ERR855375,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
ERR855376,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
ERR855377,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855378,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
ERR855379,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855380,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855381,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855382,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,yes
ERR855383,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no
ERR855384,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855385,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
ERR855386,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855387,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855388,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
ERR855389,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR855390,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
ERR855391,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855392,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,no,yes,no
ERR855393,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR855394,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR855395,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855396,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR855397,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no
ERR855398,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
ERR855399,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855400,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855401,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855402,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855403,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855404,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855405,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855406,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855407,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855408,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855409,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855410,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855411,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR855412,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR855413,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855414,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855415,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855416,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855417,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
ERR855418,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855419,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855420,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855421,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855422,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855423,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855424,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855425,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855426,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855427,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,no,yes,no
ERR855428,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855429,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855430,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855431,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855432,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855433,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855434,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR855435,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR910008,no,yes,no,yes,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no
ERR956668,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956669,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956670,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956671,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956672,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956673,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956674,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956675,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956676,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956677,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956678,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956679,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956680,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956681,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956682,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956683,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956684,no,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956685,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956687,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956688,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,yes,no
ERR956689,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956690,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR956691,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,yes,no
ERR956692,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
ERR956693,no,yes,no,yes,no,yes,yes,no,no,no,yes,no,no,no,yes,yes,yes
ERR956694,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
ERR956696,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,yes,yes,no
ERR971374,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR971375,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR971376,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR971377,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR971378,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR971379,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
ERR971380,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no
ERR971381,no,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes,yes,yes,no
ERR971382,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661153,no,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
SRR1661154,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,no
SRR1661155,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR1661156,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
SRR1661157,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,yes
SRR1661158,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
SRR1661159,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no
SRR1661160,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
SRR1661161,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661162,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661163,no,no,yes,yes,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,no
SRR1661164,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661165,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
SRR1661166,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661167,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,yes,yes,yes,no
SRR1661168,no,no,no,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661169,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661170,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
SRR1661171,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661172,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
SRR1661173,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661174,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661175,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661176,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661177,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
SRR1661178,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no
SRR1661179,no,no,yes,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,yes,yes
SRR1661180,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no
SRR1661181,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
SRR1661182,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,yes,no,yes,no
SRR1661183,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661184,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
SRR1661185,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661186,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,no
SRR1661187,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661188,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661189,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661191,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661192,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661193,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661194,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,yes,no,yes,no
SRR1661195,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661196,no,no,no,yes,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661197,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661198,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661199,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661200,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661201,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661202,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661203,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
SRR1661204,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661205,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,yes,no
SRR1661206,no,no,no,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no
